Toil_free60; Alfa_free60; Toil_free50; Alfa_free50; Toil_free40; Alfa_free40; Toil_free30; Alfa_free30; Toil_free20; Alfa_free20
45.7573; 1.76829; 48.5618; 2.02469; 52.0561; 2.39677; 55.81; 2.87304; 60.6158; 3.62334
45.1467; 1.71692; 47.9932; 1.96986; 51.5481; 2.33871; 55.3761; 2.81347; 60.2886; 3.56654
44.5517; 1.6683; 47.437; 1.91767; 51.0492; 2.28304; 54.9483; 2.75595; 59.9644; 3.51116
43.9718; 1.62224; 46.893; 1.86796; 50.5591; 2.22966; 54.5264; 2.70038; 59.6433; 3.45715
43.4066; 1.57857; 46.3608; 1.82058; 50.0777; 2.17844; 54.1103; 2.64667; 59.3253; 3.40447
42.8555; 1.53712; 45.8401; 1.77538; 49.6049; 2.12927; 53.6999; 2.59475; 59.0102; 3.35307
42.3182; 1.49776; 45.3306; 1.73224; 49.1403; 2.08204; 53.2952; 2.54455; 58.6981; 3.30292
41.7941; 1.46034; 44.832; 1.69103; 48.6838; 2.03666; 52.8961; 2.49598; 58.3889; 3.25398
41.283; 1.42474; 44.344; 1.65166; 48.2354; 1.99303; 52.5024; 2.44898; 58.0826; 3.20621
40.7844; 1.39085; 43.8663; 1.614; 47.7946; 1.95107; 52.1141; 2.40349; 57.7791; 3.15957
40.298; 1.35857; 43.3987; 1.57797; 47.3615; 1.9107; 51.731; 2.35945; 57.4785; 3.11404
39.8233; 1.32778; 42.9409; 1.54347; 46.9359; 1.87183; 51.3531; 2.31679; 57.1806; 3.06958
39.36; 1.29841; 42.4926; 1.51042; 46.5175; 1.8344; 50.9803; 2.27547; 56.8855; 3.02616
38.9077; 0.839427; 42.0535; 1.47874; 46.1063; 1.79834; 50.6125; 2.23542; 56.5931; 2.98374
38.4663; 0.835013; 41.6236; 1.44836; 45.7021; 1.76358; 50.2497; 2.1966; 56.3034; 2.9423
38.0352; 0.830702; 41.2025; 1.41921; 45.3047; 1.73007; 49.8917; 2.15896; 56.0164; 2.9018
37.6143; 0.826493; 40.7899; 1.39122; 44.914; 1.69774; 49.5385; 2.12245; 55.732; 2.86223
37.2031; 0.822381; 40.3858; 1.36434; 44.5299; 1.66654; 49.1899; 2.08703; 55.4502; 2.82355
36.8015; 0.818365; 39.9898; 1.3385; 44.1522; 1.63643; 48.846; 2.05266; 55.171; 2.78574
36.4092; 0.814442; 39.6017; 1.31366; 43.7807; 1.60734; 48.5066; 2.0193; 54.8943; 2.74878
36.0258; 0.810608; 39.2214; 1.28976; 43.4155; 1.57925; 48.1716; 1.98691; 54.6201; 2.71263
35.6511; 0.806862; 38.8487; 0.838837; 43.0562; 1.55209; 47.8411; 1.95545; 54.3484; 2.67728
35.285; 0.803199; 38.4834; 0.835184; 42.7029; 1.52584; 47.5148; 1.92489; 54.0792; 2.6427
34.927; 0.79962; 38.1252; 0.831602; 42.3553; 1.50045; 47.1929; 1.8952; 53.8124; 2.60888
35.2918; 0.803268; 38.4331; 0.834681; 42.5836; 1.51707; 47.3244; 1.90727; 53.803; 2.60769
36.157; 0.81192; 39.2481; 1.29142; 43.3279; 1.57258; 47.9826; 1.96885; 54.335; 2.67555
37.0867; 0.821217; 40.1289; 1.34752; 44.1397; 1.63544; 48.7104; 2.03927; 54.9399; 2.75484
38.0111; 0.83046; 41.005; 1.40574; 44.9481; 1.70054; 49.4364; 2.11202; 55.5456; 2.83659
38.9191; 0.839541; 41.8656; 1.46539; 45.7423; 1.76701; 50.1498; 2.18603; 56.1413; 2.91935
39.8094; 1.3269; 42.7094; 1.52632; 46.5208; 1.83469; 50.8491; 2.2611; 56.7254; 3.00286
40.6821; 1.384; 43.5363; 1.58849; 47.2836; 1.90352; 51.5344; 2.33716; 57.298; 3.08703
41.5375; 1.44236; 44.3467; 1.65187; 48.0311; 1.97348; 52.2059; 2.41418; 57.8593; 3.17183
42.376; 1.50194; 45.1409; 1.71644; 48.7637; 2.04452; 52.864; 2.49211; 58.4095; 3.25722
43.1978; 1.56273; 45.9193; 1.78217; 49.4815; 2.11663; 53.5089; 2.57092; 58.9489; 3.34315
44.0033; 1.62471; 46.6822; 1.84904; 50.185; 2.18975; 54.1409; 2.65058; 59.4777; 3.42961
44.793; 1.68785; 47.4299; 1.91701; 50.8745; 2.26387; 54.7603; 2.73105; 59.9961; 3.51654
45.567; 1.75212; 48.1627; 1.98605; 51.5502; 2.33894; 55.3674; 2.81228; 60.5045; 3.60392
46.3258; 1.81749; 48.881; 2.05614; 52.2124; 2.41494; 55.9624; 2.89425; 61.003; 3.69171
47.0696; 1.88395; 49.5851; 2.12724; 52.8616; 2.49182; 56.5457; 2.97692; 61.4918; 3.77988
47.7988; 1.95146; 50.2753; 2.19932; 53.4978; 2.56955; 57.1175; 3.06024; 61.9712; 3.86839
48.5137; 2.01999; 50.9519; 2.27234; 54.1215; 2.6481; 57.678; 3.14419; 62.4414; 3.95721
49.2145; 2.08952; 51.6151; 2.34629; 54.7329; 2.72744; 58.2275; 3.22873; 62.9026; 4.04631
49.9017; 2.16; 52.2653; 2.42111; 55.3322; 2.80751; 58.7663; 3.31382; 63.355; 4.13566
50.5755; 2.23142; 52.9028; 2.49679; 55.9198; 2.8883; 59.2946; 3.39942; 63.7988; 4.22523
51.2361; 2.30374; 53.5278; 2.57328; 56.4959; 2.96977; 59.8126; 3.48551; 64.2342; 4.31499
51.8839; 2.37693; 54.1406; 2.65056; 57.0607; 3.05187; 60.3205; 3.57205; 64.6613; 4.4049
52.5191; 2.45096; 54.7415; 2.72858; 57.6146; 3.13458; 60.8187; 3.659; 65.0805; 4.49495
53.1421; 2.5258; 55.3308; 2.80732; 58.1577; 3.21787; 61.3072; 3.74634; 65.4918; 4.58511
53.753; 2.60141; 55.9086; 2.88674; 58.6903; 3.30169; 61.7864; 3.83402; 65.8954; 4.67534
54.3522; 2.67776; 56.4753; 2.96681; 59.2127; 3.38601; 62.2564; 3.92202; 66.2916; 4.76562
54.9398; 2.75483; 57.0311; 3.0475; 59.725; 3.47081; 62.7175; 4.01031; 66.6804; 4.85593
55.5163; 2.83257; 57.5762; 3.12878; 60.2275; 3.55604; 63.1698; 4.09886; 67.0621; 4.94625
56.0817; 2.91097; 58.1109; 3.2106; 60.7204; 3.64169; 63.6136; 4.18763; 67.4368; 5.03654
56.6364; 2.98998; 58.6354; 3.29294; 61.2039; 3.7277; 64.049; 4.27659; 67.8046; 5.12679
57.1805; 3.06957; 59.15; 3.37577; 61.6783; 3.81406; 64.4763; 4.36573; 68.1658; 5.21698
57.7144; 3.14972; 59.6548; 3.45906; 62.1437; 3.90074; 64.8956; 4.455; 68.5205; 5.30708
58.2382; 3.23039; 60.15; 3.54277; 62.6004; 3.98769; 65.3071; 4.5444; 68.8688; 5.39707
58.7522; 3.31155; 60.636; 3.62687; 63.0485; 4.07491; 65.7109; 4.63387; 69.2108; 5.48695
59.2565; 3.39318; 61.1129; 3.71135; 63.4882; 4.16235; 66.1073; 4.72342; 69.5468; 5.57667
59.7515; 3.47524; 61.5808; 3.79615; 63.9198; 4.24998; 66.4965; 4.813; 69.8768; 5.66624
60.2372; 3.55771; 62.0401; 3.88127; 64.3433; 4.33779; 66.8785; 4.90259; 70.201; 5.75563
60.714; 3.64055; 62.4908; 3.96666; 64.7591; 4.42575; 67.2535; 4.99218; 70.5195; 5.84482
61.1819; 3.72374; 62.9333; 4.05231; 65.1672; 4.51382; 67.6218; 5.08173; 70.8324; 5.9338
61.6413; 3.80725; 63.3676; 4.13818; 65.5679; 4.60198; 67.9834; 5.17124; 71.1399; 6.02256
62.0923; 3.89106; 63.794; 4.22425; 65.9612; 4.69022; 68.3386; 5.26067; 71.4421; 6.11107
61.7195; 3.82165; 63.5197; 4.16868; 65.7843; 4.65033; 68.2392; 5.23548; 71.4076; 6.10088
60.8067; 3.65689; 62.7626; 4.01906; 65.2081; 4.52274; 67.8384; 5.13516; 71.1954; 6.0387
59.8405; 3.49021; 61.9275; 3.86023; 64.5323; 4.37754; 67.3302; 5.01069; 70.8922; 5.95094
58.8906; 3.33377; 61.0939; 3.70796; 63.8393; 4.2335; 66.7872; 4.88103; 70.5432; 5.85153
57.966; 3.18822; 60.2768; 3.56451; 63.1515; 4.09522; 66.2365; 4.75298; 70.1724; 5.74768
57.0669; 3.05278; 59.4783; 3.42972; 62.4747; 3.96357; 65.6883; 4.62881; 69.7919; 5.64308
56.1926; 2.9266; 58.6985; 3.30299; 61.8102; 3.83843; 65.146; 4.50919; 69.4084; 5.53955
55.3422; 2.80886; 57.9368; 3.18373; 61.1581; 3.71946; 64.6108; 4.39417; 69.0251; 5.43797
54.5148; 2.69887; 57.1927; 3.07138; 60.5181; 3.60629; 64.0831; 4.28364; 68.6437; 5.33876
53.7097; 2.59598; 56.4657; 2.96544; 59.89; 3.49856; 63.563; 4.1774; 68.2651; 5.24206
52.9261; 2.4996; 55.7553; 2.86545; 59.2734; 3.39595; 63.0502; 4.07526; 67.8898; 5.14791
52.1634; 2.40923; 55.061; 2.77099; 58.6682; 3.29815; 62.5448; 3.97701; 67.5178; 5.05627
51.4209; 2.32439; 54.3823; 2.68166; 58.074; 3.20488; 62.0465; 3.88248; 67.1492; 4.9671
50.6978; 2.24464; 53.7189; 2.59713; 57.4906; 3.11587; 61.5553; 3.79148; 66.7842; 4.88032
49.9936; 2.16961; 53.0702; 2.51705; 56.9178; 3.03088; 61.071; 3.70385; 66.4226; 4.79586
49.3077; 2.09893; 52.436; 2.44114; 56.3553; 2.94967; 60.5935; 3.61943; 66.0644; 4.71364
48.6394; 2.03229; 51.8157; 2.36912; 55.8028; 2.87204; 60.1226; 3.53808; 65.7097; 4.63359
47.9882; 1.96939; 51.2091; 2.30074; 55.2603; 2.79778; 59.6583; 3.45964; 65.3582; 4.55564
47.3536; 1.90996; 50.6156; 2.23575; 54.7273; 2.72671; 59.2004; 3.384; 65.0101; 4.47971
46.735; 1.85376; 50.0351; 2.17396; 54.2038; 2.65865; 58.7488; 3.31102; 64.6653; 4.40575
46.1319; 1.80056; 49.4671; 2.11515; 53.6895; 2.59345; 58.3035; 3.24059; 64.3237; 4.33369
45.5439; 1.75016; 48.9113; 2.05915; 53.1843; 2.53095; 57.8643; 3.17259; 63.9853; 4.26346
44.9705; 1.70237; 48.3674; 2.00577; 52.6878; 2.471; 57.431; 3.10692; 63.6501; 4.19501
44.4111; 1.65702; 47.835; 1.95487; 52.2; 2.41348; 57.0037; 3.04347; 63.318; 4.12828
43.8655; 1.61394; 47.3138; 1.9063; 51.7206; 2.35826; 56.5822; 2.98216; 62.9889; 4.06321
43.3332; 1.57298; 46.8036; 1.85991; 51.2494; 2.30522; 56.1663; 2.92288; 62.6629; 3.99976
42.8137; 1.53402; 46.3041; 1.81559; 50.7863; 2.25426; 55.7561; 2.86556; 62.34; 3.93787
42.3067; 1.49693; 45.8149; 1.77322; 50.3312; 2.20526; 55.3514; 2.81011; 62.02; 3.8775
41.8118; 1.46158; 45.3359; 1.73267; 49.8837; 2.15813; 54.9521; 2.75645; 61.7029; 3.81859
41.3286; 1.42788; 44.8667; 1.69386; 49.4439; 2.11278; 54.5581; 2.70452; 61.3887; 3.76111
40.8568; 1.39572; 44.407; 1.65669; 49.0114; 2.06912; 54.1693; 2.65423; 61.0775; 3.70501
40.396; 1.36501; 43.9568; 1.62106; 48.5862; 2.02708; 53.7857; 2.60552; 60.769; 3.65024
39.946; 1.33567; 43.5156; 1.5869; 48.1681; 1.98657; 53.4072; 2.55834; 60.4634; 3.59678
39.5063; 1.30762; 43.0833; 1.55412; 47.757; 1.94752; 53.0336; 2.51261; 60.1605; 3.54457
39.0768; 0.841118; 42.6596; 1.52265; 47.3526; 1.90987; 52.665; 2.46828; 59.8604; 3.49358
38.657; 0.83692; 42.2444; 1.49243; 46.9549; 1.87355; 52.3011; 2.4253; 59.563; 3.44377
38.2467; 0.832817; 41.8374; 1.46339; 46.5638; 1.8385; 51.942; 2.38361; 59.2683; 3.39511
37.8457; 0.828807; 41.4384; 1.43547; 46.179; 1.80466; 51.5876; 2.34317; 58.9762; 3.34757
37.4537; 0.824887; 41.0472; 1.40861; 45.8004; 1.77198; 51.2377; 2.30392; 58.6868; 3.30112
37.0703; 0.821053; 40.6636; 1.38276; 45.428; 1.7404; 50.8923; 2.26582; 58.3999; 3.25571
36.6954; 0.817304; 40.2874; 1.35787; 45.0616; 1.70989; 50.5514; 2.22883; 58.1156; 3.21133
37.0493; 0.820843; 40.5812; 1.37727; 45.2708; 1.72724; 50.6571; 2.24023; 58.0686; 3.20405
37.9065; 0.829415; 41.3857; 1.43182; 46.0007; 1.7892; 51.2952; 2.31033; 58.5707; 3.28267
38.8282; 0.838632; 42.2559; 1.49326; 46.7981; 1.85942; 52.003; 2.39064; 59.1459; 3.37511
39.7443; 1.32273; 43.1214; 1.55698; 47.5919; 1.93206; 52.7089; 2.47352; 59.7218; 3.47027
40.644; 1.38145; 43.9711; 1.62218; 48.3711; 2.00614; 53.4019; 2.55768; 60.2876; 3.56637
41.5257; 1.44154; 44.8037; 1.68873; 49.1346; 2.08146; 54.0807; 2.6429; 60.8418; 3.66308
42.3897; 1.50294; 45.6194; 1.75655; 49.8822; 2.15797; 54.7453; 2.72908; 61.3844; 3.76032
43.2362; 1.56564; 46.4183; 1.82564; 50.6144; 2.23562; 55.3961; 2.81619; 61.9157; 3.85803
44.0656; 1.6296; 47.201; 1.89594; 51.3314; 2.31437; 56.0333; 2.90417; 62.436; 3.95617
44.8783; 1.69481; 47.9676; 1.96743; 52.0336; 2.39418; 56.6572; 2.99298; 62.9454; 4.05468
45.6746; 1.76124; 48.7186; 2.04008; 52.7213; 2.475; 57.2681; 3.08258; 63.4443; 4.15353
46.4548; 1.82885; 49.4543; 2.11385; 53.3949; 2.55681; 57.8664; 3.17291; 63.9329; 4.25267
47.2193; 1.89762; 50.1751; 2.1887; 54.0545; 2.63956; 58.4522; 3.26395; 64.4114; 4.35206
47.9684; 1.96751; 50.8812; 2.2646; 54.7007; 2.7232; 59.026; 3.35563; 64.88; 4.45166
48.7026; 2.0385; 51.573; 2.34152; 55.3336; 2.8077; 59.5879; 3.44792; 65.3391; 4.55143
49.4219; 2.11054; 52.2508; 2.41941; 55.9536; 2.89302; 60.1383; 3.54077; 65.7888; 4.65134
50.1269; 2.18362; 52.9148; 2.49824; 56.5609; 2.9791; 60.6774; 3.63414; 66.2294; 4.75134
50.8178; 2.25769; 53.5655; 2.57797; 57.1559; 3.06592; 61.2055; 3.72799; 66.661; 4.85139
51.495; 2.33272; 54.2031; 2.65856; 57.7388; 3.15343; 61.7228; 3.82227; 67.0839; 4.95147
52.1586; 2.40867; 54.8279; 2.73998; 58.3099; 3.24159; 62.2296; 3.91695; 67.4983; 5.05153
52.8091; 2.48552; 55.4402; 2.82218; 58.8694; 3.33035; 62.7262; 4.01199; 67.9044; 5.15155
53.4467; 2.56322; 56.0402; 2.90514; 59.4177; 3.41969; 63.2127; 4.10734; 68.3024; 5.25149
54.0716; 2.64174; 56.6282; 2.9888; 59.9549; 3.50955; 63.6894; 4.20297; 68.6924; 5.35133
54.6843; 2.72105; 57.2046; 3.07314; 60.4814; 3.5999; 64.1565; 4.29883; 69.0748; 5.45102
55.2849; 2.8011; 57.7695; 3.15811; 60.9973; 3.69071; 64.6142; 4.3949; 69.4495; 5.55056
55.8736; 2.88187; 58.3232; 3.24368; 61.503; 3.78192; 65.0629; 4.49114; 69.8169; 5.64989
56.4509; 2.96332; 58.866; 3.32981; 61.9987; 3.87352; 65.5026; 4.58751; 70.1772; 5.74901
57.0169; 3.04541; 59.3982; 3.41647; 62.4845; 3.96545; 65.9337; 4.68398; 70.5304; 5.84789
57.5719; 3.12812; 59.9199; 3.50362; 62.9608; 4.05769; 66.3562; 4.78051; 70.8767; 5.9465
58.1161; 3.2114; 60.4314; 3.59122; 63.4277; 4.1502; 66.7704; 4.87708; 71.2163; 6.04481
58.6497; 3.29522; 60.9329; 3.67924; 63.8854; 4.24294; 67.1765; 4.97365; 71.5494; 6.14282
59.1731; 3.37954; 61.4247; 3.76765; 64.3342; 4.33588; 67.5747; 5.07019; 71.8762; 6.24049
59.6864; 3.46435; 61.907; 3.85641; 64.7743; 4.429; 67.9651; 5.16668; 72.1967; 6.3378
60.1899; 3.54959; 62.3799; 3.94548; 65.2059; 4.52225; 68.348; 5.26308; 72.5111; 6.43475
60.6837; 3.63524; 62.8438; 4.03484; 65.6291; 4.6156; 68.7236; 5.35938; 72.8196; 6.5313
61.1682; 3.72127; 63.2988; 4.12446; 66.0442; 4.70904; 69.0919; 5.45554; 73.1222; 6.62745
61.6434; 3.80765; 63.7451; 4.2143; 66.4513; 4.80252; 69.4532; 5.55154; 73.4193; 6.72317
62.1097; 3.89434; 64.183; 4.30434; 66.8507; 4.89602; 69.8076; 5.64735; 73.7108; 6.81846
62.5672; 3.98132; 64.6125; 4.39454; 67.2425; 4.98952; 70.1553; 5.74296; 73.9968; 6.9133
63.0162; 4.06856; 65.034; 4.48487; 67.6269; 5.08298; 70.4965; 5.83834; 74.2777; 7.00767
63.4567; 4.15602; 65.4475; 4.57531; 68.004; 5.17638; 70.8313; 5.93347; 74.5533; 7.10156
63.069; 4.07894; 65.1582; 4.51185; 67.8126; 5.12876; 70.7186; 5.90129; 74.5081; 7.08608
62.1393; 3.8999; 64.3837; 4.34626; 67.2192; 4.98392; 70.3021; 5.78378; 74.2833; 7.00956
61.1565; 3.71917; 63.5314; 4.17104; 66.5261; 4.81989; 69.7775; 5.63914; 73.9665; 6.90318
60.1904; 3.54968; 62.681; 4.00324; 65.8161; 4.65747; 69.2183; 5.48892; 73.6039; 6.78336
59.25; 3.39211; 61.8473; 3.84531; 65.1116; 4.50172; 68.6516; 5.34078; 73.2193; 6.65856
58.3355; 3.2456; 61.0327; 3.69701; 64.4184; 4.35355; 68.0875; 5.19729; 72.8252; 6.53308
57.446; 3.10917; 60.237; 3.55768; 63.7378; 4.21281; 67.5296; 5.05916; 72.4281; 6.40903
56.5808; 2.98197; 59.4598; 3.42665; 63.0698; 4.0791; 66.979; 4.92645; 72.0314; 6.28745
55.739; 2.8632; 58.7004; 3.30329; 62.4141; 3.952; 66.4362; 4.79901; 71.6368; 6.16878
54.9198; 2.75216; 57.9584; 3.18705; 61.7706; 3.8311; 65.901; 4.67659; 71.2451; 6.0532
54.1224; 2.64822; 57.2333; 3.0774; 61.1389; 3.71601; 65.3734; 4.55898; 70.8566; 5.94074
53.3461; 2.5508; 56.5245; 2.97388; 60.5187; 3.6064; 64.8533; 4.44593; 70.4717; 5.83136
52.5903; 2.4594; 55.8317; 2.87604; 59.9098; 3.50192; 64.3406; 4.33722; 70.0904; 5.72498
51.8542; 2.37353; 55.1543; 2.78351; 59.312; 3.40228; 63.8351; 4.23264; 69.7126; 5.62151
51.1372; 2.29277; 54.492; 2.69591; 58.7249; 3.30719; 63.3366; 4.13199; 69.3384; 5.52086
50.4388; 2.21674; 53.8443; 2.61291; 58.1483; 3.2164; 62.8451; 4.0351; 68.9678; 5.42294
49.7582; 2.14509; 53.2109; 2.5342; 57.582; 3.12965; 62.3605; 3.94177; 68.6007; 5.32766
49.095; 2.07749; 52.5912; 2.45951; 57.0258; 3.04672; 61.8825; 3.85185; 68.237; 5.23493
48.4486; 2.01365; 51.985; 2.38857; 56.4793; 2.96739; 61.4111; 3.76518; 67.8767; 5.14466
47.8184; 1.95331; 51.3919; 2.32114; 55.9425; 2.89147; 60.9463; 3.68161; 67.5198; 5.05677
47.2039; 1.89621; 50.8115; 2.257; 55.4151; 2.81878; 60.4877; 3.60101; 67.1662; 4.97118
46.6047; 1.84214; 50.2435; 2.19595; 54.8969; 2.74913; 60.0355; 3.52323; 66.8159; 4.88781
46.0203; 1.79088; 49.6876; 2.13779; 54.3877; 2.68236; 59.5894; 3.44815; 66.4689; 4.8066
45.4501; 1.74226; 49.1434; 2.08235; 53.8873; 2.61833; 59.1493; 3.37566; 66.1251; 4.72747
44.8939; 1.69609; 48.6106; 2.02947; 53.3955; 2.55689; 58.7151; 3.30564; 65.7845; 4.65036
44.3511; 1.65222; 48.089; 1.979; 52.9121; 2.4979; 58.2868; 3.23799; 65.447; 4.5752
43.8213; 1.61049; 47.5782; 1.93078; 52.4369; 2.44125; 57.8643; 3.17259; 65.1126; 4.50193
43.3042; 1.57078; 47.0779; 1.88471; 51.9698; 2.38681; 57.4473; 3.10937; 64.7813; 4.43048
42.7993; 1.53295; 46.5879; 1.84064; 51.5106; 2.33447; 57.036; 3.04822; 64.453; 4.36081
42.3063; 1.4969; 46.1079; 1.79847; 51.059; 2.28413; 56.63; 2.98906; 64.1277; 4.29286
41.8248; 1.4625; 45.6376; 1.7581; 50.6151; 2.23569; 56.2295; 2.93181; 63.8053; 4.22656
41.3546; 1.42967; 45.1768; 1.71942; 50.1785; 2.18906; 55.8342; 2.87638; 63.4859; 4.16188
40.8952; 1.39831; 44.7253; 1.68234; 49.7492; 2.14415; 55.444; 2.82271; 63.1694; 4.09876
40.4463; 1.36833; 44.2828; 1.64678; 49.3269; 2.10088; 55.059; 2.77072; 62.8557; 4.03716
40.0076; 1.33966; 43.849; 1.61265; 48.9116; 2.05917; 54.679; 2.72035; 62.5449; 3.97702
39.5789; 1.31221; 43.4238; 1.57988; 48.5031; 2.01896; 54.3039; 2.67153; 62.2368; 3.91831
39.1598; 1.28593; 43.007; 1.54841; 48.1012; 1.98016; 53.9337; 2.6242; 61.9315; 3.86098
38.7501; 0.837851; 42.5983; 1.51815; 47.7058; 1.94272; 53.5682; 2.5783; 61.629; 3.80499
38.3495; 0.833845; 42.1975; 1.48906; 47.3168; 1.90657; 53.2074; 2.53378; 61.3291; 3.7503
37.9577; 0.829926; 41.8045; 1.46107; 46.934; 1.87166; 52.8512; 2.49058; 61.0319; 3.69687
37.5744; 0.826094; 41.419; 1.43412; 46.5574; 1.83794; 52.4996; 2.44865; 60.7373; 3.64467
37.9229; 0.829579; 41.7055; 1.4541; 46.7563; 1.85567; 52.5908; 2.45946; 60.6687; 3.6326
38.7761; 0.838112; 42.5047; 1.5113; 47.4785; 1.92152; 53.2178; 2.53505; 61.1536; 3.71865
39.6939; 1.31952; 43.3695; 1.57574; 48.2681; 1.99619; 53.9146; 2.62178; 61.7117; 3.82022
40.606; 1.37892; 44.2294; 1.64254; 49.054; 2.07338; 54.6092; 2.71119; 62.2705; 3.92469
41.5015; 1.43985; 45.0735; 1.71087; 49.8253; 2.15205; 55.2908; 2.80191; 62.819; 4.03002
42.3791; 1.50217; 45.9004; 1.78055; 50.5806; 2.23197; 55.9582; 2.89366; 63.3559; 4.13585
43.2387; 1.56583; 46.7103; 1.85155; 51.32; 2.3131; 56.6112; 2.98635; 63.8813; 4.24209
44.0809; 1.6308; 47.5033; 1.92382; 52.0439; 2.39536; 57.2503; 3.07993; 64.3952; 4.34866
44.9058; 1.69707; 48.28; 1.99733; 52.7525; 2.47873; 57.8758; 3.17436; 64.898; 4.45553
45.714; 1.76459; 49.0405; 2.07203; 53.4462; 2.56316; 58.4879; 3.26957; 65.39; 4.56263
46.5056; 1.83335; 49.7854; 2.14791; 54.1253; 2.6486; 59.0869; 3.36551; 65.8714; 4.66992
47.2812; 1.9033; 50.5149; 2.22491; 54.7903; 2.735; 59.6732; 3.46214; 66.3425; 4.77735
48.041; 1.97442; 51.2294; 2.303; 55.4412; 2.82233; 60.2471; 3.55941; 66.8035; 4.88487
48.7854; 2.04667; 51.9292; 2.38213; 56.0786; 2.91054; 60.8088; 3.65726; 67.2546; 4.99244
49.5147; 2.12002; 52.6145; 2.46228; 56.7027; 2.99957; 61.3586; 3.75565; 67.6962; 5.10002
50.2293; 2.19443; 53.2859; 2.5434; 57.3138; 3.08939; 61.8969; 3.85452; 68.1284; 5.20756
50.9294; 2.26988; 53.9435; 2.62544; 57.9122; 3.17995; 62.4238; 3.95385; 68.5515; 5.31503
51.6153; 2.34631; 54.5876; 2.70838; 58.4982; 3.2712; 62.9397; 4.05356; 68.9656; 5.42238
52.2875; 2.4237; 55.2186; 2.79216; 59.0721; 3.36311; 63.4448; 4.15363; 69.3711; 5.52957
52.9461; 2.50202; 55.8368; 2.87675; 59.6342; 3.45562; 63.9394; 4.254; 69.7681; 5.63658
53.5916; 2.58121; 56.4424; 2.96211; 60.1846; 3.54869; 64.4236; 4.35464; 70.1568; 5.74336
54.2241; 2.66125; 57.0358; 3.0482; 60.7238; 3.64229; 64.8979; 4.4555; 70.5374; 5.84988
54.8439; 2.7421; 57.6171; 3.13497; 61.252; 3.73636; 65.3623; 4.55653; 70.9101; 5.95611
55.4515; 2.82372; 58.1868; 3.22238; 61.7693; 3.83086; 65.8171; 4.6577; 71.2752; 6.06202
56.0469; 2.90608; 58.745; 3.3104; 62.2762; 3.92576; 66.2627; 4.75897; 71.6328; 6.16758
56.6305; 2.98913; 59.2919; 3.39899; 62.7727; 4.02101; 66.6991; 4.86031; 71.983; 6.27276
57.2026; 3.07285; 59.828; 3.48811; 63.2592; 4.11658; 67.1265; 4.96166; 72.3261; 6.37754
57.7634; 3.15719; 60.3534; 3.57772; 63.7359; 4.21242; 67.5453; 5.06301; 72.6623; 6.48189
58.3132; 3.24211; 60.8683; 3.66778; 64.203; 4.3085; 67.9557; 5.16431; 72.9916; 6.58578
58.8522; 3.32759; 61.373; 3.75825; 64.6607; 4.40477; 68.3577; 5.26553; 73.3143; 6.6892
59.3807; 3.41358; 61.8677; 3.8491; 65.1093; 4.50122; 68.7516; 5.36664; 73.6306; 6.79212
59.8988; 3.50006; 62.3527; 3.9403; 65.549; 4.59779; 69.1377; 5.46761; 73.9405; 6.89453
60.4069; 3.58698; 62.8282; 4.0318; 65.98; 4.69446; 69.516; 5.5684; 74.2443; 6.9964
60.9052; 3.67432; 63.2944; 4.12357; 66.4024; 4.79119; 69.8869; 5.669; 74.5421; 7.09772
61.3938; 3.76203; 63.7515; 4.21559; 66.8165; 4.88795; 70.2504; 5.76937; 74.834; 7.19846
61.8731; 3.85009; 64.1997; 4.30781; 67.2226; 4.98472; 70.6067; 5.86948; 75.1203; 7.29862
62.3431; 3.93847; 64.6392; 4.40021; 67.6206; 5.08145; 70.956; 5.96932; 75.4009; 7.39819
62.8042; 4.02713; 65.0703; 4.49275; 68.011; 5.17812; 71.2985; 6.06885; 75.6761; 7.49713
63.2565; 4.11604; 65.4931; 4.5854; 68.3938; 5.27471; 71.6344; 6.16806; 75.9459; 7.59546
63.7002; 4.20517; 65.9078; 4.67814; 68.7692; 5.37119; 71.9637; 6.26692; 76.2106; 7.69315
64.1356; 4.2945; 66.3146; 4.77093; 69.1374; 5.46752; 72.2867; 6.36542; 76.4702; 7.79019
63.7404; 4.21334; 66.0174; 4.70296; 68.9379; 5.41512; 72.1664; 6.32855; 76.4186; 7.77078
62.8023; 4.02676; 65.2339; 4.52837; 68.3351; 5.25979; 71.7406; 6.19978; 76.186; 7.68399
61.8112; 3.83862; 64.3726; 4.34391; 67.6324; 5.08434; 71.2066; 6.04197; 75.861; 7.56437
60.8371; 3.66227; 63.5133; 4.16739; 66.913; 4.91077; 70.6379; 5.87834; 75.49; 7.43007
59.8888; 3.49837; 62.671; 4.00131; 66.1993; 4.74444; 70.062; 5.71713; 75.097; 7.29043
58.9666; 3.34602; 61.8479; 3.84542; 65.497; 4.58627; 69.4887; 5.56106; 74.6946; 7.15016
58.0697; 3.20422; 61.0439; 3.69901; 64.8074; 4.43609; 68.9217; 5.4109; 74.2893; 7.01161
57.1971; 3.07203; 60.2585; 3.56138; 64.1306; 4.29347; 68.3622; 5.26669; 73.8844; 6.87588
56.3481; 2.94865; 59.4912; 3.43185; 63.4663; 4.15795; 67.8105; 5.12825; 73.4817; 6.74347
